id,genre_id,genre
38830,8,International
38833,8,International
38834,8,International
38847,3,Experimental
38859,3,Experimental
38878,6,Electronic
38879,3,Experimental
38880,3,Experimental
38881,3,Experimental
38882,3,Experimental
38884,3,Experimental
38886,3,Experimental
38887,3,Experimental
38888,3,Experimental
38890,3,Experimental
38891,3,Experimental
38892,3,Experimental
38893,3,Experimental
38894,3,Experimental
38895,3,Experimental
38896,3,Experimental
38898,3,Experimental
38899,3,Experimental
38900,3,Experimental
38901,3,Experimental
38902,3,Experimental
38904,3,Experimental
38905,3,Experimental
38906,3,Experimental
38907,3,Experimental
38908,3,Experimental
38910,3,Experimental
38911,3,Experimental
38912,3,Experimental
38914,3,Experimental
38955,1,Pop
38961,1,Pop
38964,3,Experimental
38965,3,Experimental
38966,3,Experimental
38967,3,Experimental
39188,3,Experimental
39259,3,Experimental
39278,3,Experimental
39291,6,Electronic
39298,2,Rock
39316,3,Experimental
39317,3,Experimental
39318,3,Experimental
39357,8,International
39359,2,Rock
39378,3,Experimental
39484,3,Experimental
39488,4,Folk
39530,1,Pop
39605,6,Electronic
39607,6,Electronic
39658,1,Pop
39659,1,Pop
39660,1,Pop
39661,1,Pop
39662,1,Pop
39663,1,Pop
39664,1,Pop
39665,1,Pop
39666,1,Pop
39667,1,Pop
39875,3,Experimental
39900,3,Experimental
39904,3,Experimental
40121,3,Experimental
40122,3,Experimental
40123,3,Experimental
40133,2,Rock
40134,2,Rock
40139,2,Rock
40141,2,Rock
40147,3,Experimental
40161,3,Experimental
40180,3,Experimental
40182,3,Experimental
40229,4,Folk
40230,4,Folk
40231,4,Folk
40232,4,Folk
40233,4,Folk
40234,4,Folk
40235,4,Folk
40236,4,Folk
40237,4,Folk
40238,4,Folk
40239,4,Folk
40240,4,Folk
40241,4,Folk
40242,4,Folk
40243,4,Folk
40244,4,Folk
40245,4,Folk
40250,14,Instrumental
40509,3,Experimental
40525,0,Hip-Hop
40541,0,Hip-Hop
40542,0,Hip-Hop
40598,3,Experimental
40654,14,Instrumental
40655,14,Instrumental
40656,14,Instrumental
40657,14,Instrumental
40658,14,Instrumental
40659,14,Instrumental
40660,14,Instrumental
40683,6,Electronic
40725,6,Electronic
40842,6,Electronic
40843,6,Electronic
40844,6,Electronic
40845,6,Electronic
40851,6,Electronic
40903,2,Rock
40908,3,Experimental
40909,3,Experimental
40938,2,Rock
40940,2,Rock
40984,2,Rock
40985,2,Rock
40986,2,Rock
41018,8,International
41019,8,International
41020,8,International
41054,3,Experimental
41095,2,Rock
41147,6,Electronic
41191,4,Folk
41192,4,Folk
41310,4,Folk
41381,1,Pop
41568,1,Pop
41570,4,Folk
41573,14,Instrumental
41605,3,Experimental
41709,3,Experimental
41714,3,Experimental
41812,2,Rock
41819,1,Pop
41820,1,Pop
41825,1,Pop
41961,2,Rock
41962,2,Rock
41965,2,Rock
41971,14,Instrumental
41983,14,Instrumental
42014,8,International
42016,8,International
42017,8,International
42018,6,Electronic
42019,6,Electronic
42020,8,International
42023,8,International
42025,8,International
42029,8,International
42030,8,International
42031,8,International
42040,0,Hip-Hop
42044,2,Rock
42045,0,Hip-Hop
42046,0,Hip-Hop
42048,1,Pop
42119,3,Experimental
42126,3,Experimental
42129,3,Experimental
42135,3,Experimental
42138,3,Experimental
42139,3,Experimental
42141,3,Experimental
42146,3,Experimental
42234,8,International
42235,8,International
42236,8,International
42238,8,International
42240,8,International
42241,8,International
42243,8,International
42245,8,International
42247,8,International
42310,2,Rock
42372,6,Electronic
42373,6,Electronic
42374,6,Electronic
42375,6,Electronic
42376,6,Electronic
42377,6,Electronic
42442,2,Rock
42463,4,Folk
42475,2,Rock
42648,4,Folk
42659,4,Folk
42751,1,Pop
42761,2,Rock
42789,2,Rock
42844,2,Rock
42851,2,Rock
42911,1,Pop
42914,1,Pop
42915,1,Pop
42966,3,Experimental
42984,3,Experimental
43016,8,International
43018,8,International
43019,8,International
43020,8,International
43021,8,International
43022,8,International
43023,8,International
43024,8,International
43025,8,International
43026,8,International
43027,8,International
43028,8,International
43029,8,International
43030,8,International
43063,3,Experimental
43172,8,International
43173,8,International
43516,8,International
43517,8,International
43518,8,International
43519,8,International
43520,8,International
43521,8,International
43533,8,International
43534,8,International
43535,8,International
43536,8,International
43585,8,International
43586,8,International
43587,8,International
43588,8,International
43589,8,International
43590,8,International
43592,8,International
43593,8,International
43594,8,International
43595,8,International
43596,8,International
43598,8,International
43599,8,International
43600,8,International
43608,3,Experimental
43621,4,Folk
43623,4,Folk
43691,3,Experimental
43695,8,International
43696,8,International
43697,8,International
43698,8,International
43699,8,International
43761,4,Folk
43765,8,International
43766,8,International
43767,8,International
43768,8,International
43773,1,Pop
43796,4,Folk
43842,4,Folk
43843,4,Folk
43844,0,Hip-Hop
43856,0,Hip-Hop
43857,0,Hip-Hop
43858,0,Hip-Hop
43859,0,Hip-Hop
43860,0,Hip-Hop
43861,0,Hip-Hop
43863,0,Hip-Hop
43865,0,Hip-Hop
43866,0,Hip-Hop
43867,0,Hip-Hop
43868,0,Hip-Hop
43869,0,Hip-Hop
43883,3,Experimental
43886,3,Experimental
43899,0,Hip-Hop
43911,0,Hip-Hop
43962,4,Folk
43965,4,Folk
44092,6,Electronic
44110,3,Experimental
44169,3,Experimental
44236,0,Hip-Hop
44342,3,Experimental
44347,3,Experimental
44354,3,Experimental
44355,3,Experimental
44777,4,Folk
44778,3,Experimental
44779,3,Experimental
44780,3,Experimental
44781,3,Experimental
44782,3,Experimental
44791,3,Experimental
44792,3,Experimental
44793,3,Experimental
44794,3,Experimental
44795,3,Experimental
44796,3,Experimental
44797,3,Experimental
44798,3,Experimental
44799,3,Experimental
44800,3,Experimental
44801,3,Experimental
44802,3,Experimental
44803,3,Experimental
44804,3,Experimental
44805,1,Pop
44806,1,Pop
44809,1,Pop
44820,8,International
44821,8,International
44822,8,International
44823,8,International
44848,3,Experimental
44849,3,Experimental
44850,3,Experimental
44851,3,Experimental
44853,3,Experimental
44854,3,Experimental
44917,2,Rock
44918,2,Rock
44946,8,International
44947,8,International
44948,8,International
44949,8,International
44950,8,International
44951,8,International
44952,8,International
45055,2,Rock
45099,6,Electronic
45100,6,Electronic
45101,6,Electronic
45102,6,Electronic
45103,6,Electronic
45119,1,Pop
45122,1,Pop
45125,1,Pop
45126,1,Pop
45127,1,Pop
45128,1,Pop
45149,6,Electronic
45150,6,Electronic
45151,6,Electronic
45152,6,Electronic
45153,6,Electronic
45154,6,Electronic
45335,1,Pop
45387,14,Instrumental
45388,14,Instrumental
45389,14,Instrumental
45390,14,Instrumental
45391,14,Instrumental
45392,14,Instrumental
45393,14,Instrumental
45474,2,Rock
45475,2,Rock
45508,6,Electronic
45513,4,Folk
45514,4,Folk
45515,4,Folk
45516,4,Folk
45517,4,Folk
45518,4,Folk
45519,4,Folk
45520,4,Folk
45521,4,Folk
45522,4,Folk
45523,4,Folk
45934,3,Experimental
45941,3,Experimental
46024,2,Rock
46043,3,Experimental
46058,3,Experimental
46068,3,Experimental
46078,0,Hip-Hop
46079,3,Experimental
46157,6,Electronic
46158,6,Electronic
46159,6,Electronic
46160,6,Electronic
46161,3,Experimental
46162,3,Experimental
46238,3,Experimental
46241,3,Experimental
46525,14,Instrumental
46611,3,Experimental
46711,3,Experimental
46717,3,Experimental
46718,3,Experimental
46720,3,Experimental
46726,0,Hip-Hop
46732,1,Pop
46733,1,Pop
46736,1,Pop
46839,1,Pop
46840,1,Pop
46841,1,Pop
46842,1,Pop
46844,1,Pop
46846,1,Pop
46854,1,Pop
46855,1,Pop
46928,1,Pop
46930,1,Pop
47032,2,Rock
47068,6,Electronic
47069,6,Electronic
47070,6,Electronic
47071,6,Electronic
47072,6,Electronic
47073,6,Electronic
47074,6,Electronic
47075,6,Electronic
47076,6,Electronic
47077,6,Electronic
47100,1,Pop
47192,3,Experimental
47193,3,Experimental
47194,3,Experimental
47195,3,Experimental
47196,3,Experimental
47197,3,Experimental
47198,3,Experimental
47199,3,Experimental
47200,3,Experimental
47201,3,Experimental
47202,3,Experimental
47260,6,Electronic
47471,2,Rock
47506,4,Folk
47510,2,Rock
47526,2,Rock
47628,4,Folk
47657,6,Electronic
47658,6,Electronic
47659,6,Electronic
47660,6,Electronic
47661,4,Folk
47662,4,Folk
47663,4,Folk
47665,1,Pop
47666,1,Pop
47670,1,Pop
47671,1,Pop
47707,3,Experimental
47826,3,Experimental
47835,1,Pop
47865,4,Folk
47868,4,Folk
47894,1,Pop
47895,1,Pop
47896,1,Pop
47897,1,Pop
47916,2,Rock
47921,2,Rock
48015,2,Rock
48042,3,Experimental
48043,3,Experimental
48044,3,Experimental
48046,3,Experimental
48269,3,Experimental
48293,6,Electronic
48307,3,Experimental
48317,3,Experimental
48367,2,Rock
48368,2,Rock
48369,2,Rock
48437,6,Electronic
48439,6,Electronic
48440,6,Electronic
48442,6,Electronic
48443,6,Electronic
48444,1,Pop
48446,1,Pop
48450,1,Pop
48452,1,Pop
48453,1,Pop
48454,1,Pop
48456,1,Pop
48457,1,Pop
48462,6,Electronic
48463,6,Electronic
48464,6,Electronic
48465,6,Electronic
48466,6,Electronic
48488,8,International
48489,8,International
48491,8,International
48492,8,International
48493,8,International
48494,8,International
48763,2,Rock
48808,4,Folk
48815,4,Folk
48861,3,Experimental
48862,3,Experimental
48863,3,Experimental
48864,3,Experimental
48865,3,Experimental
48931,3,Experimental
48990,2,Rock
48999,2,Rock
49029,4,Folk
49030,4,Folk
49039,1,Pop
49061,3,Experimental
49062,3,Experimental
49064,3,Experimental
49066,3,Experimental
49067,3,Experimental
49068,3,Experimental
49070,3,Experimental
49071,3,Experimental
49072,3,Experimental
49073,3,Experimental
49394,3,Experimental
49401,3,Experimental
49407,3,Experimental
49408,3,Experimental
49441,2,Rock
49473,1,Pop
49476,0,Hip-Hop
49477,1,Pop
49478,0,Hip-Hop
49479,0,Hip-Hop
49812,2,Rock
49817,2,Rock
49842,4,Folk
49843,4,Folk
49844,4,Folk
49845,4,Folk
49846,4,Folk
49847,4,Folk
49848,4,Folk
49849,4,Folk
49856,4,Folk
49857,4,Folk
50264,0,Hip-Hop
50272,1,Pop
50276,4,Folk
50283,8,International
50323,4,Folk
50444,2,Rock
50445,2,Rock
50446,2,Rock
50447,2,Rock
50448,2,Rock
50449,2,Rock
50539,2,Rock
50543,2,Rock
50752,2,Rock
50753,2,Rock
50754,2,Rock
50836,3,Experimental
50952,4,Folk
50955,14,Instrumental
50956,14,Instrumental
51004,8,International
51005,8,International
51006,8,International
51111,3,Experimental
51112,3,Experimental
51113,3,Experimental
51114,3,Experimental
51115,3,Experimental
51117,3,Experimental
51118,3,Experimental
51120,1,Pop
51157,3,Experimental
51158,3,Experimental
51203,3,Experimental
51260,1,Pop
51261,1,Pop
51262,1,Pop
51263,1,Pop
51265,1,Pop
51267,1,Pop
51268,1,Pop
51269,1,Pop
51271,1,Pop
51272,1,Pop
51273,1,Pop
51274,1,Pop
51275,1,Pop
51276,1,Pop
51278,1,Pop
51291,1,Pop
51292,1,Pop
51301,3,Experimental
51305,3,Experimental
51333,4,Folk
51479,3,Experimental
51655,4,Folk
51659,4,Folk
51661,4,Folk
51776,14,Instrumental
51784,6,Electronic
51785,6,Electronic
51918,4,Folk
51919,4,Folk
51923,6,Electronic
51954,6,Electronic
51991,8,International
51992,8,International
51998,8,International
51999,8,International
52000,8,International
52001,8,International
52034,1,Pop
52035,1,Pop
52036,1,Pop
52037,1,Pop
52039,1,Pop
52040,1,Pop
52041,1,Pop
52042,1,Pop
52044,1,Pop
52045,1,Pop
52118,8,International
52119,8,International
52120,8,International
52121,8,International
52122,8,International
52123,8,International
52124,8,International
52125,8,International
52126,8,International
52127,8,International
52128,8,International
52129,8,International
52141,3,Experimental
52375,1,Pop
52380,1,Pop
52389,1,Pop
52393,1,Pop
52409,6,Electronic
52446,14,Instrumental
52447,14,Instrumental
52448,14,Instrumental
52449,14,Instrumental
52451,14,Instrumental
52452,14,Instrumental
52500,4,Folk
52501,4,Folk
52502,4,Folk
52508,4,Folk
52522,2,Rock
52579,0,Hip-Hop
52628,6,Electronic
52629,6,Electronic
52630,6,Electronic
52631,6,Electronic
52632,6,Electronic
52633,6,Electronic
52634,6,Electronic
52635,6,Electronic
52636,6,Electronic
52637,6,Electronic
52638,6,Electronic
52639,6,Electronic
52641,6,Electronic
52642,6,Electronic
52644,6,Electronic
52645,6,Electronic
52646,6,Electronic
52647,6,Electronic
52648,6,Electronic
52649,6,Electronic
52650,6,Electronic
52859,3,Experimental
52860,3,Experimental
52861,3,Experimental
52862,3,Experimental
52945,4,Folk
52946,4,Folk
52947,4,Folk
52948,4,Folk
52950,4,Folk
52951,4,Folk
52953,4,Folk
52954,4,Folk
52955,4,Folk
53152,8,International
53154,8,International
53156,8,International
53157,8,International
53158,8,International
53159,8,International
53160,8,International
53228,1,Pop
53229,1,Pop
53299,8,International
53300,8,International
53301,8,International
53302,8,International
53379,0,Hip-Hop
53381,0,Hip-Hop
53457,6,Electronic
53496,6,Electronic
53576,4,Folk
53578,4,Folk
53586,4,Folk
53587,4,Folk
53588,4,Folk
53589,4,Folk
53591,1,Pop
53592,1,Pop
53675,3,Experimental
53723,8,International
53724,8,International
53725,8,International
53726,8,International
53727,8,International
53728,8,International
53729,3,Experimental
53807,2,Rock
53862,6,Electronic
53863,6,Electronic
53937,1,Pop
54019,3,Experimental
54031,1,Pop
54032,1,Pop
54033,1,Pop
54034,1,Pop
54037,1,Pop
54039,1,Pop
54061,4,Folk
54062,4,Folk
54063,4,Folk
54064,4,Folk
54149,14,Instrumental
54150,14,Instrumental
54151,14,Instrumental
54152,14,Instrumental
54153,14,Instrumental
54154,14,Instrumental
54155,14,Instrumental
54156,14,Instrumental
54158,14,Instrumental
54159,14,Instrumental
54160,14,Instrumental
54163,2,Rock
54234,1,Pop
54235,1,Pop
54236,1,Pop
54237,1,Pop
54297,4,Folk
54335,6,Electronic
54365,0,Hip-Hop
54376,0,Hip-Hop
54433,8,International
54436,8,International
54437,8,International
54438,8,International
54442,8,International
54443,8,International
54463,8,International
54464,8,International
54465,8,International
54466,8,International
54467,8,International
54468,8,International
54469,8,International
54470,8,International
54475,8,International
54476,8,International
54479,8,International
54480,8,International
54481,8,International
54482,8,International
54496,3,Experimental
54554,3,Experimental
54568,8,International
54570,8,International
54576,8,International
54578,8,International
54580,8,International
54621,2,Rock
54623,2,Rock
54624,2,Rock
54625,2,Rock
54626,2,Rock
54662,6,Electronic
54664,1,Pop
54665,1,Pop
54666,1,Pop
54667,1,Pop
54703,4,Folk
54719,6,Electronic
54735,2,Rock
54753,0,Hip-Hop
54874,6,Electronic
54942,2,Rock
55076,1,Pop
55097,0,Hip-Hop
55100,0,Hip-Hop
55101,0,Hip-Hop
55102,0,Hip-Hop
55113,0,Hip-Hop
55119,0,Hip-Hop
55120,0,Hip-Hop
55121,0,Hip-Hop
55122,0,Hip-Hop
55123,0,Hip-Hop
55124,0,Hip-Hop
55149,6,Electronic
55183,6,Electronic
55186,6,Electronic
55231,8,International
55232,8,International
55233,8,International
55234,8,International
55235,8,International
55236,8,International
55237,8,International
55238,8,International
55240,8,International
55241,8,International
55242,8,International
55285,1,Pop
55286,1,Pop
55287,1,Pop
55288,1,Pop
55289,1,Pop
55290,1,Pop
55291,1,Pop
55292,1,Pop
55293,1,Pop
55294,1,Pop
55295,1,Pop
55402,2,Rock
55430,1,Pop
55436,1,Pop
55437,1,Pop
55480,3,Experimental
55481,3,Experimental
55549,0,Hip-Hop
55572,0,Hip-Hop
55709,2,Rock
55710,2,Rock
55711,2,Rock
55712,2,Rock
55713,2,Rock
55714,2,Rock
55715,2,Rock
55716,2,Rock
55717,2,Rock
55718,2,Rock
55719,2,Rock
55782,6,Electronic
55783,6,Electronic
55786,6,Electronic
55807,6,Electronic
55808,6,Electronic
55809,6,Electronic
55810,6,Electronic
55811,6,Electronic
55826,8,International
55827,8,International
55828,8,International
55830,8,International
55831,8,International
55832,8,International
55833,8,International
55900,0,Hip-Hop
56010,3,Experimental
56015,3,Experimental
56020,3,Experimental
56028,6,Electronic
56029,6,Electronic
56030,8,International
56031,3,Experimental
56033,3,Experimental
56034,6,Electronic
56036,6,Electronic
56247,1,Pop
56248,1,Pop
56249,1,Pop
56273,1,Pop
56274,1,Pop
56275,1,Pop
56460,1,Pop
56465,8,International
56466,8,International
56467,8,International
56468,8,International
56469,8,International
56470,8,International
56471,8,International
56472,8,International
56474,8,International
56493,0,Hip-Hop
56495,0,Hip-Hop
56496,0,Hip-Hop
56497,0,Hip-Hop
56498,0,Hip-Hop
56499,0,Hip-Hop
56516,4,Folk
56517,4,Folk
56518,4,Folk
56519,4,Folk
56520,4,Folk
56521,4,Folk
56523,6,Electronic
56552,2,Rock
56559,2,Rock
56639,0,Hip-Hop
56640,0,Hip-Hop
56641,0,Hip-Hop
56645,2,Rock
56646,2,Rock
56648,2,Rock
56649,2,Rock
56650,2,Rock
56651,2,Rock
56686,8,International
56687,8,International
56688,8,International
56689,8,International
56690,8,International
56691,8,International
56692,8,International
56693,8,International
56694,8,International
56695,8,International
56696,8,International
56795,6,Electronic
56796,6,Electronic
56797,6,Electronic
56798,6,Electronic
56799,6,Electronic
56800,6,Electronic
56801,6,Electronic
56802,6,Electronic
56803,6,Electronic
56804,6,Electronic
56805,6,Electronic
56874,6,Electronic
56888,3,Experimental
56895,1,Pop
56929,2,Rock
57078,1,Pop
57164,4,Folk
57175,4,Folk
57176,4,Folk
57177,4,Folk
57178,1,Pop
57179,1,Pop
57180,1,Pop
57271,3,Experimental
57272,3,Experimental
57273,3,Experimental
57274,3,Experimental
57344,3,Experimental
57360,3,Experimental
57371,14,Instrumental
57417,6,Electronic
57418,14,Instrumental
57435,1,Pop
57437,1,Pop
57439,1,Pop
57440,3,Experimental
57442,3,Experimental
57500,2,Rock
57540,6,Electronic
57569,2,Rock
57626,3,Experimental
57627,3,Experimental
57628,3,Experimental
57629,3,Experimental
57630,3,Experimental
57639,4,Folk
57640,4,Folk
57648,4,Folk
57658,2,Rock
57661,2,Rock
57662,2,Rock
57663,2,Rock
57665,8,International
57691,8,International
57697,8,International
57819,0,Hip-Hop
57820,0,Hip-Hop
57821,0,Hip-Hop
57822,0,Hip-Hop
57823,0,Hip-Hop
57891,2,Rock
57892,2,Rock
57936,3,Experimental
57937,3,Experimental
57938,3,Experimental
57939,3,Experimental
57943,3,Experimental
57968,2,Rock
58052,3,Experimental
58053,3,Experimental
58054,3,Experimental
58060,3,Experimental
58061,3,Experimental
58063,3,Experimental
58068,3,Experimental
58070,3,Experimental
58115,1,Pop
58116,1,Pop
58117,1,Pop
58135,4,Folk
58140,4,Folk
58161,1,Pop
58162,1,Pop
58164,1,Pop
58166,1,Pop
58169,1,Pop
58170,1,Pop
58173,1,Pop
58174,1,Pop
58207,0,Hip-Hop
58212,0,Hip-Hop
58213,0,Hip-Hop
58215,0,Hip-Hop
58221,2,Rock
58225,2,Rock
58333,2,Rock
58334,2,Rock
58341,6,Electronic
58474,1,Pop
58539,2,Rock
58540,2,Rock
58541,2,Rock
58542,2,Rock
58543,2,Rock
59078,2,Rock
59373,2,Rock
59374,2,Rock
59443,1,Pop
59445,1,Pop
59446,1,Pop
59448,1,Pop
59449,1,Pop
59451,1,Pop
59454,1,Pop
59561,2,Rock
59562,2,Rock
59581,8,International
59653,8,International
59654,8,International
59656,8,International
59657,8,International
59658,8,International
59659,8,International
59660,8,International
59663,8,International
59664,8,International
59666,8,International
59667,8,International
59669,8,International
59671,8,International
59673,8,International
59675,8,International
59676,8,International
59677,8,International
59678,8,International
59679,8,International
59680,8,International
59681,8,International
59682,8,International
59683,8,International
59684,8,International
59685,8,International
59686,8,International
59687,8,International
59688,8,International
59695,8,International
59702,8,International
59706,8,International
59707,8,International
59708,8,International
59709,8,International
59710,8,International
59711,8,International
59718,8,International
59719,8,International
59720,8,International
59721,8,International
59723,8,International
59724,8,International
59725,8,International
59726,8,International
59727,8,International
59823,3,Experimental
59876,2,Rock
59930,3,Experimental
60037,8,International
60038,8,International
60041,8,International
60042,8,International
60045,8,International
60048,8,International
60074,3,Experimental
60143,8,International
60144,8,International
60145,8,International
60146,8,International
60170,4,Folk
60317,3,Experimental
60331,3,Experimental
60472,0,Hip-Hop
60474,0,Hip-Hop
60476,0,Hip-Hop
60477,0,Hip-Hop
60478,0,Hip-Hop
60510,0,Hip-Hop
60533,8,International
60534,8,International
60535,8,International
60536,8,International
60537,8,International
60544,8,International
60547,8,International
60548,8,International
60549,8,International
60736,2,Rock
60753,8,International
60754,8,International
60755,8,International
60756,8,International
60757,8,International
60758,8,International
60775,8,International
60776,8,International
60777,8,International
60857,8,International
60864,8,International
60865,8,International
60871,8,International
60872,8,International
60873,8,International
60874,8,International
60875,8,International
60994,3,Experimental
61006,4,Folk
61007,4,Folk
61008,4,Folk
61010,4,Folk
61011,4,Folk
61012,4,Folk
61013,4,Folk
61159,0,Hip-Hop
61160,0,Hip-Hop
61161,0,Hip-Hop
61172,0,Hip-Hop
61174,0,Hip-Hop
61175,0,Hip-Hop
61452,0,Hip-Hop
61453,0,Hip-Hop
61491,2,Rock
61492,2,Rock
61493,2,Rock
61587,1,Pop
61589,1,Pop
61591,1,Pop
61592,1,Pop
61668,0,Hip-Hop
61670,1,Pop
61679,1,Pop
61734,1,Pop
61736,1,Pop
61742,1,Pop
61814,2,Rock
61820,2,Rock
61821,2,Rock
61884,0,Hip-Hop
62001,0,Hip-Hop
62003,14,Instrumental
62005,14,Instrumental
62007,14,Instrumental
62163,1,Pop
62164,1,Pop
62165,1,Pop
62180,14,Instrumental
62183,8,International
62184,8,International
62185,8,International
62186,8,International
62187,8,International
62188,8,International
62189,8,International
62190,8,International
62191,8,International
62192,8,International
62193,8,International
62194,8,International
62195,8,International
62196,8,International
62337,2,Rock
62426,4,Folk
62436,1,Pop
62445,2,Rock
62446,1,Pop
62448,1,Pop
62449,1,Pop
62450,1,Pop
62452,1,Pop
62458,2,Rock
62525,8,International
62526,8,International
62527,8,International
62528,8,International
62529,8,International
62531,8,International
62532,8,International
62533,8,International
62534,8,International
62586,2,Rock
62589,8,International
62591,8,International
62592,8,International
62594,8,International
62595,8,International
62596,8,International
62655,2,Rock
62671,6,Electronic
62742,1,Pop
62748,1,Pop
62749,1,Pop
62750,1,Pop
62751,1,Pop
62753,1,Pop
63043,2,Rock
63044,2,Rock
63045,2,Rock
63064,6,Electronic
63065,6,Electronic
63117,2,Rock
63149,3,Experimental
63159,3,Experimental
63161,3,Experimental
63191,2,Rock
63208,4,Folk
63224,1,Pop
63226,1,Pop
63250,4,Folk
63251,4,Folk
63252,4,Folk
63253,4,Folk
63255,4,Folk
63257,4,Folk
63258,4,Folk
63287,14,Instrumental
63289,14,Instrumental
63290,14,Instrumental
63291,14,Instrumental
63292,14,Instrumental
63456,4,Folk
63457,4,Folk
63470,2,Rock
63471,2,Rock
63472,2,Rock
63626,3,Experimental
63655,6,Electronic
63733,0,Hip-Hop
63747,0,Hip-Hop
63755,0,Hip-Hop
63757,0,Hip-Hop
63770,0,Hip-Hop
63789,0,Hip-Hop
63803,0,Hip-Hop
63804,0,Hip-Hop
63805,0,Hip-Hop
63874,0,Hip-Hop
63900,0,Hip-Hop
63908,0,Hip-Hop
63922,2,Rock
63936,3,Experimental
63999,1,Pop
64005,1,Pop
64006,1,Pop
64007,1,Pop
64008,1,Pop
64009,1,Pop
64035,2,Rock
64078,3,Experimental
64079,1,Pop
64091,3,Experimental
64093,3,Experimental
64247,3,Experimental
64248,3,Experimental
64249,3,Experimental
64252,3,Experimental
64253,3,Experimental
64331,6,Electronic
64332,6,Electronic
64333,6,Electronic
64334,6,Electronic
64338,0,Hip-Hop
64364,1,Pop
64365,1,Pop
64366,1,Pop
64407,8,International
64408,8,International
64409,8,International
64410,8,International
64515,0,Hip-Hop
64516,0,Hip-Hop
64517,0,Hip-Hop
64519,0,Hip-Hop
64520,0,Hip-Hop
64521,0,Hip-Hop
64522,0,Hip-Hop
64523,0,Hip-Hop
64535,6,Electronic
64536,6,Electronic
64537,6,Electronic
64538,6,Electronic
64542,6,Electronic
64553,4,Folk
64556,4,Folk
64567,2,Rock
64590,8,International
64591,8,International
64592,8,International
64593,8,International
64594,3,Experimental
64601,3,Experimental
64604,3,Experimental
64618,6,Electronic
64625,0,Hip-Hop
64626,0,Hip-Hop
64627,0,Hip-Hop
64628,0,Hip-Hop
64629,0,Hip-Hop
64630,0,Hip-Hop
64631,0,Hip-Hop
64659,2,Rock
64787,1,Pop
64788,1,Pop
64789,1,Pop
64796,1,Pop
64809,4,Folk
64834,1,Pop
64840,1,Pop
64841,1,Pop
64854,3,Experimental
64855,3,Experimental
64856,3,Experimental
64857,3,Experimental
64858,3,Experimental
64859,3,Experimental
64860,3,Experimental
64861,3,Experimental
64862,3,Experimental
64863,3,Experimental
64864,3,Experimental
64865,3,Experimental
64866,3,Experimental
64893,3,Experimental
64895,3,Experimental
64896,3,Experimental
64918,2,Rock
64919,2,Rock
64988,0,Hip-Hop
64989,0,Hip-Hop
64990,0,Hip-Hop
64991,0,Hip-Hop
64992,0,Hip-Hop
64993,0,Hip-Hop
64994,0,Hip-Hop
64995,0,Hip-Hop
65037,6,Electronic
65038,6,Electronic
65039,6,Electronic
65040,6,Electronic
65063,6,Electronic
65064,6,Electronic
65073,6,Electronic
65076,8,International
65077,8,International
65090,3,Experimental
65234,3,Experimental
65265,3,Experimental
65488,6,Electronic
65619,2,Rock
65683,4,Folk
65685,4,Folk
65745,0,Hip-Hop
65752,0,Hip-Hop
65755,1,Pop
65756,1,Pop
65777,6,Electronic
65779,6,Electronic
65780,6,Electronic
65893,4,Folk
66058,4,Folk
66073,6,Electronic
66074,6,Electronic
66075,6,Electronic
66076,6,Electronic
66180,4,Folk
66187,4,Folk
66390,6,Electronic
66394,2,Rock
66405,2,Rock
66469,3,Experimental
66482,3,Experimental
66483,3,Experimental
66525,14,Instrumental
66534,2,Rock
66535,2,Rock
66536,2,Rock
66537,2,Rock
66538,2,Rock
66539,2,Rock
66636,6,Electronic
66637,6,Electronic
66638,6,Electronic
66641,1,Pop
66643,1,Pop
66644,1,Pop
66646,1,Pop
66648,1,Pop
66649,1,Pop
66650,1,Pop
66689,6,Electronic
66690,6,Electronic
66717,2,Rock
66757,14,Instrumental
66782,1,Pop
66783,1,Pop
67007,1,Pop
67010,1,Pop
67011,4,Folk
67016,4,Folk
67017,4,Folk
67121,2,Rock
67163,2,Rock
67232,0,Hip-Hop
67233,0,Hip-Hop
67235,0,Hip-Hop
67237,2,Rock
67308,6,Electronic
67330,1,Pop
67331,1,Pop
67332,1,Pop
67333,1,Pop
67334,1,Pop
67336,1,Pop
67357,1,Pop
67358,1,Pop
67359,1,Pop
67360,1,Pop
67361,1,Pop
67362,1,Pop
67363,1,Pop
67364,1,Pop
67365,1,Pop
67366,1,Pop
67367,1,Pop
67368,1,Pop
67412,2,Rock
67457,3,Experimental
67470,6,Electronic
67500,3,Experimental
67553,6,Electronic
67556,2,Rock
67557,2,Rock
67558,2,Rock
67597,4,Folk
67598,4,Folk
67600,4,Folk
67637,6,Electronic
67638,6,Electronic
67639,6,Electronic
67640,6,Electronic
67660,2,Rock
67661,2,Rock
67673,2,Rock
67707,3,Experimental
67760,1,Pop
67763,4,Folk
67764,4,Folk
67765,4,Folk
67766,4,Folk
67784,0,Hip-Hop
67793,0,Hip-Hop
67829,3,Experimental
68353,1,Pop
68354,1,Pop
68355,1,Pop
68356,1,Pop
68404,2,Rock
68407,3,Experimental
68410,3,Experimental
68444,6,Electronic
68531,0,Hip-Hop
68536,3,Experimental
68537,3,Experimental
68538,3,Experimental
68539,3,Experimental
68540,3,Experimental
68541,3,Experimental
68543,3,Experimental
68549,3,Experimental
